# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CMSS1	ENSG00000184220	ENST00000479555	retained_intron	0	1	0	44	0	0	0	0	0	0	0	15	0	0	11	0	5	0	0	0	0	0	1	0	0	0	0	0	0	14
CMSS1	ENSG00000184220	ENST00000489081	protein_coding	0	1	3	224	0	0	0	0	0	0	0	15	0	0	191	3	0	0	0	0	0	0	1	0	0	0	0	0	1	18
CMSS1	ENSG00000184220	ENST00000491299	nonsense_mediated_decay	0	1	1	1422	4	0	0	0	0	0	0	15	0	0	1383	1	0	0	0	0	0	0	1	0	0	0	0	0	0	20
CMSS1	ENSG00000184220	ENST00000494412	processed_transcript	0	0	0	34	0	0	0	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CMSS1	ENSG00000184220	ENST00000496116	processed_transcript	0	0	0	941	0	0	0	0	0	0	0	13	0	0	899	0	9	0	0	0	0	0	0	0	0	0	0	0	0	20
CMSS1	ENSG00000184220	ENST00000497345	protein_coding	0	0	3	72	0	0	0	0	0	0	0	15	0	0	39	3	0	0	0	0	0	0	1	0	0	0	0	0	0	18
CMTM6	ENSG00000091317	ENST00000205636	protein_coding	0	0	2	146	16	0	3	0	0	0	0	28	0	0	78	2	0	0	0	0	0	0	0	0	0	0	0	0	0	21
CMTM6	ENSG00000091317	ENST00000478886	retained_intron	0	0	0	68	0	0	0	0	0	0	0	29	0	0	19	0	4	0	0	0	0	0	0	0	0	0	0	0	0	16
CMTM6	ENSG00000091317	ENST00000495177	retained_intron	0	0	0	107	0	0	0	0	0	0	0	23	0	0	59	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23
CMTM7	ENSG00000153551	ENST00000334983	protein_coding	0	2	1	470	11	1	4	0	0	0	0	45	0	0	376	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34
CMTM7	ENSG00000153551	ENST00000349718	protein_coding	0	1	1	466	5	0	3	0	0	0	0	47	0	0	376	1	0	0	0	0	0	0	0	0	0	0	0	0	1	35
CMTM7	ENSG00000153551	ENST00000454304	nonsense_mediated_decay	0	1	1	465	1	0	0	0	0	0	0	51	0	0	375	1	0	0	0	0	0	0	0	0	0	0	0	0	1	38
CMTM7	ENSG00000153551	ENST00000464689	retained_intron	0	0	0	86	0	0	0	0	0	0	0	47	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	22
CMTM7	ENSG00000153551	ENST00000465248	protein_coding	0	1	2	464	3	0	0	0	0	0	0	47	0	0	376	2	0	0	0	0	0	0	0	0	0	0	0	0	1	38
CMTM7	ENSG00000153551	ENST00000487007	nonsense_mediated_decay	0	0	0	298	2	0	0	0	0	0	0	23	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
CMTM8	ENSG00000170293	ENST00000307526	protein_coding	0	2	1	871	2	1	2	0	0	0	0	29	0	0	805	1	0	0	0	0	0	0	0	0	0	0	0	0	1	33
CMTM8	ENSG00000170293	ENST00000458535	protein_coding	0	2	0	872	2	1	2	0	0	0	0	29	0	0	806	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33
CNBP	ENSG00000169714	ENST00000422453	protein_coding	0	4	0	100	3	1	1	0	0	0	0	30	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	2	21
CNBP	ENSG00000169714	ENST00000441626	protein_coding	0	4	0	98	1	1	1	0	0	0	0	30	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	2	21
CNBP	ENSG00000169714	ENST00000446936	protein_coding	0	4	0	100	3	1	1	0	0	0	0	30	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	2	21
CNBP	ENSG00000169714	ENST00000451728	protein_coding	0	4	0	100	3	1	1	0	0	0	0	30	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	2	21
CNBP	ENSG00000169714	ENST00000500450	protein_coding	0	3	0	99	3	1	1	0	0	0	0	29	0	0	45	0	0	0	0	0	0	0	1	0	0	0	0	0	2	21
CNBP	ENSG00000169714	ENST00000502372	retained_intron	0	0	0	99	0	0	0	0	0	0	0	29	0	0	44	0	5	0	0	0	0	0	0	0	0	0	0	0	0	21
CNBP	ENSG00000169714	ENST00000502976	protein_coding	0	4	0	100	3	1	1	0	0	0	0	30	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	2	21
CNBP	ENSG00000169714	ENST00000504813	protein_coding	0	3	0	99	3	1	1	0	0	0	0	29	0	0	45	0	0	0	0	0	0	0	1	0	0	0	0	0	2	21
CNBP	ENSG00000169714	ENST00000507573	retained_intron	0	0	0	94	0	0	0	0	0	0	0	26	0	0	43	0	4	0	0	0	0	0	0	0	0	0	0	0	0	21
CNBP	ENSG00000169714	ENST00000512338	protein_coding	0	2	0	93	0	1	1	0	0	0	0	26	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21
CNN2P6	ENSG00000213854	ENST00000439038	processed_pseudogene	0	0	0	91	0	0	0	0	0	0	0	42	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	42
CNOT10	ENSG00000182973	ENST00000328834	protein_coding	0	3	3	651	0	0	0	0	0	0	0	27	0	0	596	3	0	0	0	0	0	0	3	0	0	0	0	0	0	31
CNOT10	ENSG00000182973	ENST00000331889	protein_coding	0	2	3	652	0	0	0	0	0	0	0	27	0	0	596	3	0	0	0	0	0	0	2	0	0	0	0	0	0	31
CNOT10	ENSG00000182973	ENST00000416457	nonsense_mediated_decay	0	3	1	522	2	0	0	0	0	0	0	27	0	0	466	1	0	0	0	0	0	0	3	0	0	0	0	0	0	30
CNOT10	ENSG00000182973	ENST00000430408	protein_coding	0	2	1	301	0	0	0	0	0	0	0	28	0	0	255	1	0	0	0	0	0	0	2	0	0	0	0	0	0	20
CNOT10	ENSG00000182973	ENST00000435630	nonsense_mediated_decay	0	2	3	650	0	0	0	0	0	0	0	26	0	0	596	3	0	0	0	0	0	0	2	0	0	0	0	0	0	30
CNOT10	ENSG00000182973	ENST00000454516	protein_coding	0	4	4	583	0	1	1	0	0	0	0	27	0	0	525	4	0	0	0	0	0	0	3	0	0	0	0	0	0	33
CNOT10	ENSG00000182973	ENST00000455381	nonsense_mediated_decay	0	0	1	186	1	0	0	0	0	0	0	26	0	0	138	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21
CNOT10	ENSG00000182973	ENST00000463006	processed_transcript	0	0	0	141	0	0	0	0	0	0	0	31	0	0	74	0	3	0	0	0	0	0	0	0	0	0	0	0	0	33
CNOT10	ENSG00000182973	ENST00000463697	processed_transcript	0	0	0	148	0	0	0	0	0	0	0	26	0	0	91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30
CNOT10	ENSG00000182973	ENST00000466103	processed_transcript	0	0	0	83	0	0	0	0	0	0	0	32	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
CNOT10	ENSG00000182973	ENST00000468599	retained_intron	0	1	0	61	0	0	0	0	0	0	0	24	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	33
CNOT10	ENSG00000182973	ENST00000471003	processed_transcript	0	1	0	174	0	0	0	0	0	0	0	28	0	0	107	0	2	0	0	0	0	0	1	0	0	0	0	0	0	38
CNOT10	ENSG00000182973	ENST00000473064	processed_transcript	0	0	0	58	0	0	0	0	0	0	0	28	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27
CNOT10	ENSG00000182973	ENST00000476967	retained_intron	0	0	0	78	0	0	0	0	0	0	0	25	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26
CNOT10	ENSG00000182973	ENST00000479397	retained_intron	0	1	0	89	0	0	0	0	0	0	0	28	0	0	28	0	1	0	0	0	0	0	1	0	0	0	0	0	0	33
CNOT10	ENSG00000182973	ENST00000481526	retained_intron	0	1	0	91	0	0	0	0	0	0	0	28	0	0	28	0	2	0	0	0	0	0	1	0	0	0	0	0	0	34
CNOT10	ENSG00000182973	ENST00000485136	retained_intron	0	1	0	116	0	0	0	0	0	0	0	34	0	0	50	0	2	0	0	0	0	0	1	0	0	0	0	0	0	31
CNOT10	ENSG00000182973	ENST00000494439	processed_transcript	0	2	0	252	0	0	0	0	0	0	0	34	0	0	192	0	1	0	0	0	0	0	2	0	0	0	0	0	0	27
CNOT10	ENSG00000182973	ENST00000538368	protein_coding	0	1	2	590	2	0	1	0	0	0	0	26	0	0	535	2	0	0	0	0	0	0	1	0	0	0	0	0	0	27
CNOT10	ENSG00000182973	ENST00000556853	processed_transcript	0	2	0	252	0	0	0	0	0	0	0	34	0	0	191	0	2	0	0	0	0	0	2	0	0	0	0	0	0	27
CNOT10-AS1	ENSG00000251224	ENST00000475395	antisense	0	0	0	112	0	0	0	0	0	0	0	31	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	45
CNTN3	ENSG00000113805	ENST00000263665	protein_coding	0	70	8	1349	6	0	0	0	0	0	0	14	0	0	1301	7	0	0	0	66	0	0	3	0	0	0	0	0	3	30
CNTN3	ENSG00000113805	ENST00000477856	processed_transcript	0	0	0	39	0	0	0	0	0	0	0	15	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
CNTN4	ENSG00000144619	ENST00000358480	protein_coding	0	9	2	1428	0	0	0	0	0	0	0	38	0	0	1359	2	0	0	0	0	0	0	3	0	0	0	0	0	6	34
CNTN4	ENSG00000144619	ENST00000397459	protein_coding	0	14	2	1274	0	1	2	0	0	0	0	38	0	0	1200	2	0	0	0	3	0	0	4	0	0	0	0	0	6	37
CNTN4	ENSG00000144619	ENST00000397461	protein_coding	0	12	2	6111	10	3	15	0	0	0	0	41	0	0	6014	2	0	0	0	0	0	0	3	0	0	0	0	0	6	34
CNTN4	ENSG00000144619	ENST00000418658	protein_coding	0	9	2	7131	10	0	0	0	0	0	0	41	0	0	7046	2	0	0	0	0	0	0	3	0	0	0	0	0	6	37
CNTN4	ENSG00000144619	ENST00000422330	protein_coding	0	0	0	4803	0	0	0	0	0	0	0	43	0	0	4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
CNTN4	ENSG00000144619	ENST00000427331	protein_coding	0	12	2	3748	10	0	2	0	0	0	0	41	0	0	3658	2	0	0	0	3	0	0	3	0	0	0	0	0	6	40
CNTN4	ENSG00000144619	ENST00000427741	nonsense_mediated_decay	0	3	0	7037	8	0	0	0	0	0	0	47	0	0	6947	0	0	0	0	0	0	0	3	0	0	0	0	0	0	38
CNTN4	ENSG00000144619	ENST00000430505	retained_intron	0	0	0	3994	0	0	0	0	0	0	0	36	0	0	3918	0	10	0	0	0	0	0	0	0	0	0	0	0	0	30
CNTN4	ENSG00000144619	ENST00000434053	protein_coding	0	0	0	1806	0	0	0	0	0	0	0	43	0	0	1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
CNTN4	ENSG00000144619	ENST00000438282	retained_intron	0	0	0	3672	0	0	0	0	0	0	0	39	0	0	3601	0	5	0	0	0	0	0	0	0	0	0	0	0	0	27
CNTN4	ENSG00000144619	ENST00000448906	protein_coding	0	9	2	1217	0	0	0	0	0	0	0	38	0	0	1153	2	0	0	0	0	0	0	3	0	0	0	0	0	6	29
CNTN4	ENSG00000144619	ENST00000455083	protein_coding	0	0	0	4743	0	0	1	0	0	0	0	43	0	0	4661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
CNTN4	ENSG00000144619	ENST00000473058	processed_transcript	0	0	0	191	0	0	0	0	0	0	0	37	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
CNTN4	ENSG00000144619	ENST00000473173	retained_intron	0	0	0	91	0	0	0	0	0	0	0	35	0	0	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	33
CNTN4	ENSG00000144619	ENST00000473845	protein_coding	0	0	0	282	3	0	0	0	0	0	0	25	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
CNTN4	ENSG00000144619	ENST00000475817	processed_transcript	0	0	0	811	0	0	0	0	0	0	0	22	0	0	760	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28
CNTN4	ENSG00000144619	ENST00000480113	retained_intron	0	0	0	137	0	0	0	0	0	0	0	42	0	0	60	0	3	0	0	0	0	0	0	0	0	0	0	0	0	32
CNTN4	ENSG00000144619	ENST00000484686	retained_intron	0	2	0	213	0	0	0	0	0	0	0	41	0	0	121	0	16	0	0	0	0	0	2	0	0	0	0	0	0	37
CNTN4	ENSG00000144619	ENST00000490876	processed_transcript	0	0	0	65	0	0	0	0	0	0	0	26	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37
CNTN4-AS1	ENSG00000237990	ENST00000442749	antisense	0	0	0	242	0	0	0	0	0	0	0	42	0	0	154	0	10	0	0	0	0	0	0	0	0	0	0	0	0	36
CNTN4-AS2	ENSG00000227588	ENST00000447256	lincRNA	0	0	0	321	0	0	0	0	0	0	0	47	0	0	230	0	3	0	0	0	0	0	0	0	0	0	0	0	0	41
CNTN6	ENSG00000134115	ENST00000350110	protein_coding	1	11	4	2523	0	0	3	0	0	0	0	30	0	0	2459	4	0	0	0	0	0	0	3	0	1	0	0	0	8	34
CNTN6	ENSG00000134115	ENST00000394261	nonsense_mediated_decay	0	1	0	1716	5	0	1	0	0	0	0	36	0	0	1641	0	0	0	0	0	0	0	1	0	0	0	0	0	0	34
CNTN6	ENSG00000134115	ENST00000397479	nonsense_mediated_decay	1	3	0	2535	14	0	1	0	0	0	0	30	0	0	2459	0	0	0	0	0	0	0	3	0	1	0	0	0	0	34
CNTN6	ENSG00000134115	ENST00000413210	nonsense_mediated_decay	1	0	0	466	3	0	0	0	0	0	0	44	0	0	386	0	0	0	0	0	0	0	0	0	1	0	0	0	0	33
CNTN6	ENSG00000134115	ENST00000446702	protein_coding	1	152	4	2528	2	0	3	0	0	0	0	32	0	0	2459	4	0	0	0	141	0	0	3	0	1	0	0	0	8	35
CNTN6	ENSG00000134115	ENST00000485257	retained_intron	0	0	0	71	0	0	0	0	0	0	0	25	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	38
CNTN6	ENSG00000134115	ENST00000539053	protein_coding	1	10	4	2524	0	0	4	0	0	0	0	30	0	0	2459	4	0	0	0	0	0	0	3	0	1	0	0	0	7	34
COL6A4P1	ENSG00000230524	ENST00000446690	processed_transcript	0	0	0	237	0	0	0	0	0	0	0	40	0	0	162	0	11	0	0	0	0	0	0	0	0	0	0	0	0	24
COL6A4P1	ENSG00000230524	ENST00000487147	unitary_pseudogene	0	1	0	190	0	0	0	0	0	0	0	19	0	0	126	0	21	0	0	0	0	0	1	0	0	0	0	0	0	25
COL6A4P1	ENSG00000230524	ENST00000491915	processed_transcript	0	0	0	70	0	0	0	0	0	0	0	19	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	0	31
COL6A4P1	ENSG00000230524	ENST00000508169	processed_transcript	0	0	0	66	0	0	0	0	0	0	0	19	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	25
COL6A4P1	ENSG00000230524	ENST00000518859	unitary_pseudogene	0	0	0	83	0	0	0	0	0	0	0	21	0	0	29	0	7	0	0	0	0	0	0	0	0	0	0	0	0	26
COL6A4P2	ENSG00000228252	ENST00000430317	processed_transcript	0	0	0	59	0	0	0	0	0	0	0	27	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	20
COL6A4P2	ENSG00000228252	ENST00000504443	unitary_pseudogene	0	2	0	297	0	0	0	0	0	0	0	23	0	0	242	0	13	0	0	0	0	0	2	0	0	0	0	0	0	21
COL6A4P2	ENSG00000228252	ENST00000507516	processed_transcript	0	2	0	166	0	0	0	0	0	0	0	12	0	0	132	0	7	0	0	0	0	0	2	0	0	0	0	0	0	17
COL6A4P2	ENSG00000228252	ENST00000509090	processed_transcript	0	0	0	51	0	0	0	0	0	0	0	15	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
COL6A4P2	ENSG00000228252	ENST00000509855	processed_transcript	0	0	0	45	0	0	0	0	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	22
COL6A4P2	ENSG00000228252	ENST00000542114	processed_transcript	0	0	0	68	0	0	0	0	0	0	0	21	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30
COL6A5	ENSG00000172752	ENST00000265379	protein_coding	5	26	21	846	2	2	6	0	0	1	0	31	1	0	782	20	0	0	0	0	0	1	7	0	3	0	0	0	20	30
COL6A5	ENSG00000172752	ENST00000312481	nonsense_mediated_decay	5	26	21	846	2	2	6	0	0	1	0	31	1	0	782	20	0	0	0	0	0	1	8	0	3	0	0	0	20	30
COL6A5	ENSG00000172752	ENST00000373157	protein_coding	2	7	4	303	0	0	0	0	0	0	0	31	1	0	238	4	0	0	0	0	0	0	2	0	1	0	0	0	5	36
COL6A5	ENSG00000172752	ENST00000432398	protein_coding	3	24	20	851	2	2	6	0	0	1	0	31	0	0	785	19	0	0	0	0	0	0	6	0	3	0	0	0	19	30
COL6A5	ENSG00000172752	ENST00000512482	protein_coding	2	5	2	245	1	0	0	0	0	0	0	31	1	0	176	2	0	0	0	0	0	0	1	0	1	0	0	0	4	38
COL6A5	ENSG00000172752	ENST00000512836	protein_coding	2	6	7	361	2	0	0	0	0	1	0	31	0	0	295	6	0	0	0	0	0	0	2	0	2	0	0	0	4	35
COL6A6	ENSG00000206384	ENST00000358511	protein_coding	3	9	15	480	10	0	0	0	0	0	0	17	0	0	445	15	0	0	0	0	0	1	3	0	2	0	0	0	7	11
COL6A6	ENSG00000206384	ENST00000453409	protein_coding	3	9	15	476	7	0	0	0	0	0	0	16	0	0	445	15	0	0	0	0	0	1	3	0	2	0	0	0	7	11
COL6A6	ENSG00000206384	ENST00000506143	nonsense_mediated_decay	2	2	1	426	14	0	0	0	0	0	0	16	0	0	377	1	0	0	0	0	0	1	1	0	1	0	0	0	1	21
COL6A6	ENSG00000206384	ENST00000511332	protein_coding	1	2	2	77	0	0	0	0	0	0	0	23	0	0	34	2	0	0	0	0	0	0	1	0	1	0	0	0	1	21
COL7A1	ENSG00000114270	ENST00000328333	protein_coding	0	11	12	90	3	0	0	0	0	0	0	16	0	0	54	12	0	0	0	0	0	0	4	0	0	0	0	0	9	19
COL7A1	ENSG00000114270	ENST00000422991	protein_coding	0	2	0	38	0	1	1	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19
COL7A1	ENSG00000114270	ENST00000454817	protein_coding	0	11	12	90	3	0	0	0	0	0	0	16	0	0	54	12	0	0	0	0	0	0	4	0	0	0	0	0	9	19
COL7A1	ENSG00000114270	ENST00000459756	retained_intron	0	0	0	43	0	0	0	0	0	0	0	21	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
COL7A1	ENSG00000114270	ENST00000462475	retained_intron	0	0	0	36	0	0	0	0	0	0	0	14	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20
COL7A1	ENSG00000114270	ENST00000465238	retained_intron	0	0	0	37	0	0	0	0	0	0	0	16	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
COL7A1	ENSG00000114270	ENST00000466591	retained_intron	0	0	0	37	0	0	0	0	0	0	0	16	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
COL7A1	ENSG00000114270	ENST00000467985	retained_intron	0	0	0	43	0	0	0	0	0	0	0	21	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
COL7A1	ENSG00000114270	ENST00000470076	processed_transcript	0	0	0	37	0	0	0	0	0	0	0	16	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
COL7A1	ENSG00000114270	ENST00000474432	retained_intron	0	0	0	35	0	0	0	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
COL7A1	ENSG00000114270	ENST00000487017	retained_intron	0	3	0	80	0	0	0	0	0	0	0	16	0	0	42	0	14	0	0	0	0	0	3	0	0	0	0	0	0	11
COL8A1	ENSG00000144810	ENST00000261037	protein_coding	0	4	0	792	13	1	3	0	0	0	0	29	0	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	3	37
COL8A1	ENSG00000144810	ENST00000273342	protein_coding	0	3	0	775	1	0	1	0	0	0	0	24	0	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	3	39
COL8A1	ENSG00000144810	ENST00000452013	protein_coding	0	1	0	766	0	1	3	0	0	0	0	16	0	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
COL8A1	ENSG00000144810	ENST00000462604	processed_transcript	0	0	0	219	0	0	0	0	0	0	0	18	0	0	177	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23
COL8A1	ENSG00000144810	ENST00000463753	processed_transcript	0	1	0	264	0	0	0	0	0	0	0	24	0	0	185	0	19	0	0	0	0	0	1	0	0	0	0	0	0	37
COL8A1	ENSG00000144810	ENST00000474648	processed_transcript	0	0	0	372	0	0	0	0	0	0	0	22	0	0	308	0	5	0	0	0	0	0	0	0	0	0	0	0	0	37
COL8A1	ENSG00000144810	ENST00000483969	processed_transcript	0	0	0	328	0	0	0	0	0	0	0	24	0	0	260	0	7	0	0	0	0	0	0	0	0	0	0	0	0	37
COLQ	ENSG00000206561	ENST00000383781	protein_coding	0	3	3	279	4	0	2	0	0	0	0	25	0	0	228	3	0	0	0	0	0	0	1	0	0	0	0	0	2	21
COLQ	ENSG00000206561	ENST00000383785	protein_coding	0	3	2	414	8	0	1	0	0	0	0	25	0	0	355	2	0	0	0	0	0	0	2	0	0	0	0	0	1	27
COLQ	ENSG00000206561	ENST00000383786	protein_coding	0	3	3	405	0	0	1	0	0	0	0	22	0	0	357	3	0	0	0	0	0	0	2	0	0	0	0	0	1	27
COLQ	ENSG00000206561	ENST00000383787	protein_coding	0	4	3	412	5	0	1	0	0	0	0	25	0	0	356	3	0	0	0	0	0	0	2	0	0	0	0	0	2	27
COLQ	ENSG00000206561	ENST00000383788	protein_coding	0	4	3	412	5	0	1	0	0	0	0	25	0	0	356	3	0	0	0	0	0	0	2	0	0	0	0	0	2	27
COLQ	ENSG00000206561	ENST00000435459	protein_coding	1	4	3	276	5	0	0	0	0	0	0	25	0	0	228	3	0	0	0	0	1	0	2	0	0	0	0	0	2	21
COLQ	ENSG00000206561	ENST00000603469	processed_transcript	0	1	0	52	0	0	0	0	0	0	0	22	0	0	5	0	3	0	0	0	0	0	1	0	0	0	0	0	0	23
COLQ	ENSG00000206561	ENST00000603752	processed_transcript	0	0	0	55	0	0	0	0	0	0	0	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	28
COLQ	ENSG00000206561	ENST00000603808	protein_coding	0	4	3	406	0	0	1	0	0	0	0	24	0	0	356	3	0	0	0	0	0	0	2	0	0	0	0	0	2	27
COLQ	ENSG00000206561	ENST00000604401	retained_intron	0	0	0	62	0	0	0	0	0	0	0	24	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	26
COLQ	ENSG00000206561	ENST00000605797	protein_coding	0	1	1	201	0	0	0	0	0	0	0	25	0	0	156	1	0	0	0	0	0	0	1	0	0	0	0	0	0	21
COMMD2	ENSG00000114744	ENST00000463077	retained_intron	0	0	0	89	0	0	0	0	0	0	0	20	0	0	38	0	4	0	0	0	0	0	0	0	0	0	0	0	0	27
COMMD2	ENSG00000114744	ENST00000469896	retained_intron	0	0	0	53	0	0	0	0	0	0	0	16	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	25
COMMD2	ENSG00000114744	ENST00000473414	protein_coding	0	2	3	96	9	0	1	0	0	0	0	23	0	0	38	3	0	0	0	0	0	0	0	0	0	0	0	0	2	25
COMMD2	ENSG00000114744	ENST00000483146	retained_intron	0	0	0	52	0	0	0	0	0	0	0	17	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	26
COMMD2	ENSG00000114744	ENST00000483708	nonsense_mediated_decay	0	0	3	86	3	0	0	0	0	0	0	21	0	0	36	3	0	0	0	0	0	0	0	0	0	0	0	0	0	26
COMMD2	ENSG00000114744	ENST00000490008	retained_intron	0	0	0	49	0	0	0	0	0	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	25
COMMD2	ENSG00000114744	ENST00000491617	nonsense_mediated_decay	0	0	2	88	5	0	1	0	0	0	0	21	0	0	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	25
COPB2	ENSG00000184432	ENST00000333188	protein_coding	0	2	0	182	0	0	1	0	0	0	0	28	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23
COPB2	ENSG00000184432	ENST00000502734	retained_intron	0	0	0	46	0	0	0	0	0	0	0	27	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13
COPB2	ENSG00000184432	ENST00000503326	protein_coding	0	0	0	61	0	0	0	0	0	0	0	23	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
COPB2	ENSG00000184432	ENST00000504295	retained_intron	0	0	0	95	0	0	0	0	0	0	0	28	0	0	23	0	21	0	0	0	0	0	0	0	0	0	0	0	0	23
COPB2	ENSG00000184432	ENST00000507777	protein_coding	0	2	0	182	0	0	1	0	0	0	0	28	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23
COPB2	ENSG00000184432	ENST00000510181	retained_intron	0	0	0	118	0	0	0	0	0	0	0	20	0	0	72	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24
COPB2	ENSG00000184432	ENST00000510491	processed_transcript	0	0	0	98	0	0	0	0	0	0	0	26	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
COPB2	ENSG00000184432	ENST00000512153	protein_coding	0	1	0	100	0	0	1	0	0	0	0	25	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
COPB2	ENSG00000184432	ENST00000512242	protein_coding	0	1	0	97	0	0	0	0	0	0	0	25	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24
COPB2	ENSG00000184432	ENST00000512309	protein_coding	0	0	0	96	0	0	0	0	0	0	0	27	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
COPB2	ENSG00000184432	ENST00000513274	protein_coding	0	1	0	97	0	0	1	0	0	0	0	25	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
COPB2	ENSG00000184432	ENST00000514508	protein_coding	0	0	0	98	0	0	1	0	0	0	0	26	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
COPB2	ENSG00000184432	ENST00000515006	protein_coding	0	1	0	112	0	0	1	0	0	0	0	18	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
